%time,field.header.seq,field.header.stamp,field.header.frame_id,field.height,field.width,field.fields0.name,field.fields0.offset,field.fields0.datatype,field.fields0.count,field.fields1.name,field.fields1.offset,field.fields1.datatype,field.fields1.count,field.fields2.name,field.fields2.offset,field.fields2.datatype,field.fields2.count,field.fields3.name,field.fields3.offset,field.fields3.datatype,field.fields3.count,field.fields4.name,field.fields4.offset,field.fields4.datatype,field.fields4.count,field.fields5.name,field.fields5.offset,field.fields5.datatype,field.fields5.count,field.is_bigendian,field.point_step,field.row_step,field.is_dense
1616037971116319407,25462,1616037971085682392,velodyne,1,19523,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037971217528200,25463,1616037971186505318,velodyne,1,19520,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037971320360965,25464,1616037971287395239,velodyne,1,19525,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037971419175684,25465,1616037971388250589,velodyne,1,19599,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037971520284572,25466,1616037971488986254,velodyne,1,19586,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037971619604717,25467,1616037971589845181,velodyne,1,19711,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037971723237800,25468,1616037971690759897,velodyne,1,19798,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037971823300671,25469,1616037971791645288,velodyne,1,19776,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037971923917952,25470,1616037971892554760,velodyne,1,19837,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037972023334748,25471,1616037971993384361,velodyne,1,19842,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037972121763668,25472,1616037972094148397,velodyne,1,19925,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037972227495526,25473,1616037972195048332,velodyne,1,20020,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037972327698470,25474,1616037972295975208,velodyne,1,19971,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037972427496525,25475,1616037972396806479,velodyne,1,20056,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037972527973522,25476,1616037972497670889,velodyne,1,20075,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037972630408974,25477,1616037972598434925,velodyne,1,20174,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037972731576401,25478,1616037972699359655,velodyne,1,20270,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037972831924669,25479,1616037972800219536,velodyne,1,20273,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037972932222401,25480,1616037972901085854,velodyne,1,20231,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037973030960899,25481,1616037973001953602,velodyne,1,20239,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037973136920698,25482,1616037973102743149,velodyne,1,20246,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037973236034450,25483,1616037973203634739,velodyne,1,20284,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037973339154191,25484,1616037973304510355,velodyne,1,20335,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037973436617624,25485,1616037973405372620,velodyne,1,20352,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037973535364683,25486,1616037973506182194,velodyne,1,20365,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037973640208634,25487,1616037973607042313,velodyne,1,20346,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037973743555842,25488,1616037973707937956,velodyne,1,20250,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037973840884028,25489,1616037973808760166,velodyne,1,19834,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037973936443713,25490,1616037973909656525,velodyne,1,19231,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037974040735239,25491,1616037974010438442,velodyne,1,19039,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037974142523764,25492,1616037974111364365,velodyne,1,18919,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037974244996907,25493,1616037974212219715,velodyne,1,19119,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037974344505383,25494,1616037974313060999,velodyne,1,19373,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037974440965075,25495,1616037974413920403,velodyne,1,19385,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037974544439258,25496,1616037974514731646,velodyne,1,19000,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037974648816394,25497,1616037974615645170,velodyne,1,18900,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037974745266252,25498,1616037974716511488,velodyne,1,18954,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037974848128596,25499,1616037974817347527,velodyne,1,19176,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037974950250172,25500,1616037974918165684,velodyne,1,19808,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037975047101176,25501,1616037975019030094,velodyne,1,20286,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037975152445840,25502,1616037975119916916,velodyne,1,20425,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037975252266406,25503,1616037975220746040,velodyne,1,20418,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037975352678093,25504,1616037975321687698,velodyne,1,20481,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037975451028187,25505,1616037975422443867,velodyne,1,20399,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037975555571914,25506,1616037975523320198,velodyne,1,20492,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037975655184403,25507,1616037975624216557,velodyne,1,20432,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037975756674807,25508,1616037975725067616,velodyne,1,20424,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037975857073974,25509,1616037975825917006,velodyne,1,20395,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037975957430654,25510,1616037975926668644,velodyne,1,20402,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037976060542227,25511,1616037976027600288,velodyne,1,20410,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037976159584207,25512,1616037976128492832,velodyne,1,20486,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037976259560744,25513,1616037976229346037,velodyne,1,20588,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037976357440360,25514,1616037976330170631,velodyne,1,20668,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037976464058463,25515,1616037976431030989,velodyne,1,20667,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037976566312911,25516,1616037976531884432,velodyne,1,20661,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037976666334450,25517,1616037976632744312,velodyne,1,20770,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037976765569612,25518,1616037976733642340,velodyne,1,20772,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037976862273938,25519,1616037976834458351,velodyne,1,20601,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037976965075946,25520,1616037976935249567,velodyne,1,20329,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037977067997880,25521,1616037977036196709,velodyne,1,20130,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037977168304858,25522,1616037977137056112,velodyne,1,20069,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037977268075995,25523,1616037977237884521,velodyne,1,19985,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037977370615166,25524,1616037977338749886,velodyne,1,19939,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037977471142870,25525,1616037977439573288,velodyne,1,19969,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037977574243372,25526,1616037977540471077,velodyne,1,19980,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037977674963438,25527,1616037977641331434,velodyne,1,20039,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037977773074312,25528,1616037977742181778,velodyne,1,20008,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037977870966337,25529,1616037977842995644,velodyne,1,20154,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037977976937987,25530,1616037977943899393,velodyne,1,20205,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037978078653872,25531,1616037978044719696,velodyne,1,20157,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037978177989394,25532,1616037978145612955,velodyne,1,20186,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037978275162308,25533,1616037978246432543,velodyne,1,20242,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037978377640186,25534,1616037978347241402,velodyne,1,20228,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037978481716994,25535,1616037978448167562,velodyne,1,20373,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037978583451071,25536,1616037978549025059,velodyne,1,20463,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037978681508953,25537,1616037978649853230,velodyne,1,20492,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037978782126050,25538,1616037978750748158,velodyne,1,20587,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037978881686218,25539,1616037978851541042,velodyne,1,20494,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037978986050840,25540,1616037978952466488,velodyne,1,20653,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037979086145454,25541,1616037979053316593,velodyne,1,20730,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037979184601042,25542,1616037979154174328,velodyne,1,20774,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037979284896876,25543,1616037979255041599,velodyne,1,20816,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037979391278141,25544,1616037979355830669,velodyne,1,20722,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037979486603611,25545,1616037979456740856,velodyne,1,20615,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037979590550403,25546,1616037979557567835,velodyne,1,20544,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037979688663576,25547,1616037979658387423,velodyne,1,20422,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037979791182686,25548,1616037979759237528,velodyne,1,20284,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037979892008165,25549,1616037979860091448,velodyne,1,20237,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037979992344564,25550,1616037979961008787,velodyne,1,20188,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037980093305981,25551,1616037980061900854,velodyne,1,20216,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037980193403878,25552,1616037980162693739,velodyne,1,20186,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037980295274122,25553,1616037980263516665,velodyne,1,20187,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037980396581146,25554,1616037980364430904,velodyne,1,20145,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037980499292813,25555,1616037980465306759,velodyne,1,20177,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037980595361702,25556,1616037980566163540,velodyne,1,20140,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037980695559267,25557,1616037980667019844,velodyne,1,20132,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037980799904593,25558,1616037980767840385,velodyne,1,20186,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037980899342493,25559,1616037980868723392,velodyne,1,20151,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037981001764640,25560,1616037980969563007,velodyne,1,20209,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037981101456946,25561,1616037981070405960,velodyne,1,20142,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037981197678547,25562,1616037981171220303,velodyne,1,20160,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037981301254014,25563,1616037981272132397,velodyne,1,20188,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037981405364181,25564,1616037981372966290,velodyne,1,20212,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037981506618555,25565,1616037981473893166,velodyne,1,20200,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037981606108766,25566,1616037981574724674,velodyne,1,20258,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037981707439108,25567,1616037981675510406,velodyne,1,20337,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037981807991317,25568,1616037981776453495,velodyne,1,20341,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037981908494172,25569,1616037981877293110,velodyne,1,20495,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037982011544297,25570,1616037981978126049,velodyne,1,20562,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037982109437552,25571,1616037982078972340,velodyne,1,20588,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037982212380702,25572,1616037982179878235,velodyne,1,20667,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037982312832917,25573,1616037982280720234,velodyne,1,20781,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037982413864709,25574,1616037982381566763,velodyne,1,20802,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037982513737380,25575,1616037982482383251,velodyne,1,20782,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037982611348878,25576,1616037982583302021,velodyne,1,20500,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037982714176203,25577,1616037982684087753,velodyne,1,20256,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037982817148393,25578,1616037982784965992,velodyne,1,20145,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037982920570086,25579,1616037982885806561,velodyne,1,20085,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037983015221034,25580,1616037982986635685,velodyne,1,20016,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037983113098803,25581,1616037983087557793,velodyne,1,20014,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037983219213668,25582,1616037983188374043,velodyne,1,20052,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037983320392492,25583,1616037983289258003,velodyne,1,20106,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037983421837198,25584,1616037983390137196,velodyne,1,20086,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037983522203383,25585,1616037983490977764,velodyne,1,20224,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037983622705285,25586,1616037983591762066,velodyne,1,20304,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037983723489836,25587,1616037983692677021,velodyne,1,20319,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037983828879008,25588,1616037983793570518,velodyne,1,20399,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037983926047084,25589,1616037983894442081,velodyne,1,20477,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037984024936875,25590,1616037983995285511,velodyne,1,20528,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037984127927919,25591,1616037984096049309,velodyne,1,20507,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037984228900041,25592,1616037984196996689,velodyne,1,20481,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037984329462441,25593,1616037984297931194,velodyne,1,20492,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037984427509138,25594,1616037984398682117,velodyne,1,20497,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037984528477327,25595,1616037984499505520,velodyne,1,20476,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037984630613146,25596,1616037984600337267,velodyne,1,20497,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037984733621368,25597,1616037984701273680,velodyne,1,20463,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037984834187308,25598,1616037984802102566,velodyne,1,20394,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037984933785130,25599,1616037984902974606,velodyne,1,20375,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037985035649692,25600,1616037985003790855,velodyne,1,20427,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037985137184688,25601,1616037985104673862,velodyne,1,20432,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037985240242314,25602,1616037985205542564,velodyne,1,20453,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037985339807865,25603,1616037985306405306,velodyne,1,20440,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037985435760265,25604,1616037985407255173,velodyne,1,20432,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037985536264491,25605,1616037985508055687,velodyne,1,20404,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037985642009638,25606,1616037985608992100,velodyne,1,20352,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037985735004324,25607,1616037985709772110,velodyne,1,20311,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037985842233934,25608,1616037985810692787,velodyne,1,20304,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037985942228309,25609,1616037985911502361,velodyne,1,20249,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037986041288856,25610,1616037986012334824,velodyne,1,20353,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037986149409028,25611,1616037986113255501,velodyne,1,20438,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037986246543709,25612,1616037986214108944,velodyne,1,20367,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037986345725669,25613,1616037986314973831,velodyne,1,20405,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037986445507068,25614,1616037986415794134,velodyne,1,20422,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037986546961827,25615,1616037986516595840,velodyne,1,20407,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
1616037986649377523,25616,1616037986617515564,velodyne,1,20420,x,0,7,1,y,4,7,1,z,8,7,1,intensity,12,7,1,ring,16,4,1,time,18,7,1,0,22,0,1
